"logFC" "t" "P.Value" "adj.P.Val" "B"
"Sh3yl1" -0.422763038792016 -3.09689019505583 0.0031973026090022 0.0133912129273633 -2.4497446982171
"Trhde" -0.436559256871146 -3.23895692698606 0.00212970314214423 0.00953666037487766 -2.45288195244099
"Vom1r90" -1.09052140895738 -2.86997701680355 0.00599273165587334 0.0225643673519623 -2.45330873262448
"Mei4" -0.688380414636154 -2.90112768508659 0.00550618786233243 0.021015371408601 -2.4537221079805
"Znhit6" -0.25195321245482 -3.12699005374749 0.00293594591200064 0.0124791376813251 -2.4543957097854
"Znhit2" -0.239865923704041 -3.15303813637868 0.00272611023682819 0.0117308688687441 -2.45498765746175
"Ybx1" 0.283943087672235 3.27475939082125 0.00191952741943787 0.00874094652680657 -2.45527039812087
"Zap70" -0.486084857445016 -2.94714488292545 0.00485426535727517 0.0188975532643411 -2.45628211638721
"Ptbp2" -0.210529048871117 -3.27659106348364 0.00190932031584929 0.00870643521524768 -2.46030758883192
"Plcxd2" 0.388920496594723 3.28022496275019 0.00188922194328193 0.00863630540904044 -2.46151178482024
"Pcdh18" 0.334679025055926 3.17828676416947 0.0025362484701804 0.0110598994593967 -2.46333782149676
"Tmem39b" -0.296929297215579 -3.06411714442489 0.00350662121285712 0.0144397199969354 -2.46393007284061
"Glod4" -0.243714014175477 -3.26426888175691 0.00197898754256809 0.00897032417464374 -2.46839459281733
"Rpusd1" -0.213395109202822 -3.20661387919876 0.00233808575605008 0.0103254677650342 -2.46916503434445
"Pex5" -0.309669132116151 -3.05605424960318 0.00358690766733517 0.0147285493802199 -2.47253069075245
"Popdc2" -0.430453438649591 -2.97936033821208 0.00444147410539315 0.017630101911266 -2.47333295190412
"Nol10" -0.145975846157472 -3.20764520019057 0.00233115415269831 0.010309111233575 -2.47376280318158
"Mrs2" -0.230970374595626 -3.21581421817168 0.00227693018247664 0.0101000828011026 -2.47416948327071
"Spata7" -0.212361525259863 -3.21151406673971 0.00230532347824728 0.0102118476072485 -2.47585759951779
"Cyld" 0.191326194710369 3.25527587307862 0.00203134170665093 0.00917378272440857 -2.47793366227309
"Scyl2" -0.148809330027555 -3.26326960435793 0.00198474137415532 0.00899385215774298 -2.47854966331411
"Mthfd1" 0.158708064116904 3.25491073813689 0.00203349480044862 0.00918090994299239 -2.47855286077452
"Nsl1" -0.427430844049047 -2.89616484443417 0.00558116136297531 0.0212557991427028 -2.47987734475745
"Metrnl" 0.420467173310992 2.94872581954709 0.00483320094022127 0.0188385125248703 -2.48169659360744
"Rarres1" 0.765130967446479 2.893515320611 0.00562157499732757 0.0213842141811157 -2.48173469184714
"Mterfd1" -0.205802508764236 -3.16056829457831 0.00266813002381366 0.0115248494320477 -2.48204937476585
"LOC680489" -0.99696953045572 -2.85774019881557 0.00619454847527608 0.0231827383645849 -2.48683606295309
"Kif26a" -0.543955776871041 -3.19903764252728 0.00238960536115342 0.0105151854539154 -2.48691068726038
"Il10rb" 0.277162270197844 3.00290774705865 0.00416073299832629 0.016669027910254 -2.4910192299494
"Fes" 0.423419375286864 2.97296869035251 0.00452067379712019 0.0178336560934319 -2.49271049689079
"Kbtbd4" -0.164054746097873 -3.17950104047148 0.00252743895104538 0.0110305199806624 -2.49477485620897
"Fam181b" 0.306723404578811 3.14766670592863 0.00276819099874555 0.0118639941113708 -2.49478954591191
"Kctd19" 1.14223603662816 2.85395666483039 0.00625821312271266 0.0233935873962075 -2.49692054701755
"Nrarp" 0.273184376939178 3.13904680920869 0.00283700012569142 0.0121036748616527 -2.49814862290559
"Dnajb1" 0.13632544750008 3.24726901069706 0.00207905367940203 0.00936541839389872 -2.49829587841104
"Mapk15" -0.642445236277639 -2.97127987115179 0.00454181915430923 0.0178993855071974 -2.49942633495078
"Sult5a1" -0.747683450901433 -2.87375700805223 0.00593163402579957 0.0223559744531492 -2.49964706608575
"Rcvrn" -1.22648261506743 -2.84631660392325 0.00638862384354621 0.0238141769742272 -2.5031129474139
"Ptprv" 0.739820810704474 2.90079014398473 0.0055112572690994 0.0210296935078252 -2.50657215589236
"Dnajb6" -0.235795081602957 -3.25926296586148 0.00200797075333452 0.00907593686951572 -2.51132912889006
"Rars2" -0.296441278737038 -3.06502659119403 0.00349767181984425 0.0144065827420926 -2.511475436595
"Tgm3" -1.05297008518337 -2.84401143993669 0.00642846326810908 0.0239347470105931 -2.5137986074879
"Cdc73" -0.327663136575503 -3.15003679989218 0.00274954847781704 0.0118126283675707 -2.51436647968602
"Tnfrsf11b" 0.44915674066013 3.1455613326314 0.00278485095607358 0.0119179825497924 -2.5168773972813
"Med30" -0.269812103858055 -3.14960445327866 0.00275294036850066 0.0118240195655156 -2.51756328871242
"Pkp2" -0.479670101182098 -2.99008512815055 0.00431148482303586 0.0171867451670144 -2.51792367126052
"Vwce" 1.08232470644451 2.83995783443949 0.00649907925234453 0.0241077343973728 -2.51820249790912
"Slc30a3" -0.631430308550551 -3.15244099793501 0.00273075841925001 0.0117477050638479 -2.51896691120943
"Usp43" -1.0090302040274 -2.97599724713675 0.00448298373197148 0.0177348311446633 -2.51943893992775
"Panx3" 1.0908690448391 2.84251546181097 0.00645444082746369 0.0240083378209567 -2.51970112602496
"Lnc012" -1.01784700295724 -2.84028377120314 0.00649337480034735 0.0241033710336464 -2.52047774100564
"Fabp4" -1.09615362654586 -2.84012798849543 0.0064961006858157 0.0241077343973728 -2.52297295983694
"Chchd6" -0.255362418480747 -3.22839112035986 0.002195768416804 0.00978627570414265 -2.52310168271871
"Mcur1" -0.316417508368567 -3.01457862603885 0.00402781691676196 0.0162301812626222 -2.52549494527942
"Lztfl1" -0.274538628092122 -3.18701029157637 0.00247359674091422 0.010848905892793 -2.52725392802649
"Tbcc" -0.206006811495814 -3.1881616408997 0.00246543761157669 0.010816091543755 -2.52851756026116
"Zmpste24" 0.196723036691046 3.2026797940514 0.00236470599277225 0.0104257288786803 -2.52970470401219
"Mir6315" -0.331771879704967 -3.01164080761424 0.0040608958686293 0.0163469740675929 -2.53100523252504
"Krt75" -0.940864695096127 -2.84579342725706 0.00639764561838981 0.0238366782268005 -2.53205236759992
"Adam1a" -0.294243448265476 -3.11436630050786 0.00304301471704936 0.0128657405392007 -2.53234399669887
"Ms4a7" 0.987085722495779 2.83647723329394 0.00656028588917469 0.0242977338466398 -2.53391612459139
"Idnk" -0.40870622134087 -2.98446497230298 0.00437915404384884 0.01743038657184 -2.53647224866663
"RGD1304770" -1.03623686168699 -2.8339120370459 0.00660573631721533 0.0244261058974155 -2.53720634404104
"Lrsam1" -0.200220526804651 -3.21842038724075 0.00225988291554003 0.0100356146491265 -2.53772126115914
"Igtp" 0.393779318436668 2.90231256468951 0.00548842687831483 0.0209676289042606 -2.54083725408565
"Noc4l" -0.22482051380361 -3.18621474565615 0.00247924929715273 0.0108647453419956 -2.54297576420652
"Siah1" -0.214952072536631 -3.21722105794605 0.00226771286232189 0.0100647878539239 -2.54334318379652
"Hbegf" -0.380356100524183 -2.97659361276354 0.00447559666370058 0.017712714528534 -2.54804796985074
"Mir760" -0.78870746754621 -2.83389862420181 0.00660597473195054 0.0244261058974155 -2.54844769009402
"Rhbdl3" 0.322280468109 3.14568437222505 0.00278387474675072 0.0119179825497924 -2.54962977620487
"Elk4" 0.261957130493439 3.23181170855937 0.00217417145650028 0.00970085051378958 -2.55021121782227
"Kcnn4" 0.911191382067645 2.82399643434851 0.00678417780731545 0.0249680883625306 -2.55079154219573
"Zfp819" -0.429860155750805 -2.92405053159817 0.00517188746477319 0.0199347986784849 -2.55117309412189
"Ybey" -0.324639629533281 -2.93144289644198 0.00506817231404045 0.0196107690048248 -2.55134720875487
"Cmtm3" 0.422223085438839 2.93059882573489 0.00507991597620976 0.0196419317733883 -2.55286021730882
"Nkx6-1" 1.36591151534594 2.83141934092772 0.00665018137683379 0.0245598395945094 -2.5529479835994
"Lrrk2" 0.305653135828688 3.19924139931048 0.00238820588710165 0.0105119238729675 -2.55512842632659
"Timp2" -0.215221156129158 -3.24443687130797 0.0020961820723678 0.00942131480823007 -2.55652902088345
"Disp1" -0.288015148238845 -3.10165487652358 0.00315452493595813 0.0132452638252899 -2.55718122453318
"Ms4a8" 0.681076277747916 2.82900049160126 0.00669357429580143 0.02469724767321 -2.56019785877221
"Magohb" -0.508364520421189 -2.95093018520173 0.00480397209710436 0.0187612204496599 -2.56217559186259
"Adipor1" 0.186117737055679 3.23584884612973 0.00214893972834623 0.00961048631273127 -2.56831581974307
"Spata5" -0.21192890685463 -3.15056008391183 0.00274544841437932 0.0118013635879471 -2.56846795954661
"Gli2" 0.591926602021579 2.93890811508635 0.00496540265444831 0.0192551032027404 -2.56954915562074
"Hacd3" 0.149007491950071 3.23671149879625 0.00214358419954942 0.00959117290070177 -2.57384804079161
"M6pr" -0.61828348074732 -2.83327406219471 0.00661708521672805 0.0244545785294909 -2.57403336813521
"Ilf2" -0.210958841046972 -3.23567551308446 0.00215001733938205 0.00961187762950501 -2.57406118868294
"Samm50" -0.142281155063102 -3.22153116892974 0.00223969256690736 0.00995425844724288 -2.57536065600021
"Dtx3" -0.167825638237818 -3.23582236901098 0.00214910430351076 0.00961048631273127 -2.57564695702102
"Cyp11b1" -0.774046849228301 -2.86810708668977 0.0060231715651803 0.0226315356998504 -2.578623323621
"Ciita" 1.0324999147683 2.81564267229048 0.00693796397411085 0.0254402633071357 -2.58477881853786
"Hist1h2ak" -0.44359231470053 -3.02691103334997 0.00389168709080013 0.0157771899347518 -2.58561871291163
"Slc26a5" 1.25914296543466 2.81409966604762 0.00696671997380213 0.0255281209870689 -2.58746080550352
"Bbc3" -0.459242924118439 -2.94952000864967 0.00482265132538619 0.0188193507567723 -2.58782303787453
"Mib2" -0.16354906000998 -3.23016995774291 0.00218451202070704 0.00974426604990801 -2.59124382148975
"Nfe2" 1.02008995161021 2.80560960054479 0.00712692553664514 0.0260374911678532 -2.59286835936787
"Lypla2" 0.16975882923744 3.21786594096101 0.00226349950050875 0.010048880601508 -2.59312579221278
"Serhl2" 0.369364301757141 2.88955413759008 0.00568250294776052 0.0215492494829703 -2.59444144701003
"Pllp" -0.282912634418757 -3.07662804379272 0.00338537031143853 0.0140236001305738 -2.59781545782046
"Gareml" 0.328147429881662 3.07586565624232 0.00339264515427653 0.0140391682997258 -2.59858970912007
"Actn1" -0.268204275184313 -3.21540573048151 0.00227961312240474 0.0101091757710862 -2.5986123867787
"Ccrl2" 1.00892189750969 2.80385990273079 0.00716036240296799 0.0261417071817549 -2.59873037975611
"Wif1" 0.542170117016383 3.16164257070441 0.00265995360618786 0.0114988627875511 -2.60145053942722
"Gen1" -0.543706152327654 -2.84366829553017 0.00643441337112431 0.0239513163458005 -2.60182763222885
"Tbpl1" -0.235725476947025 -3.19385877112008 0.00242543631197094 0.0106552386426036 -2.60594519454083
"Traf7" 0.145032541223473 3.21464730063235 0.00228460238704323 0.0101256773573948 -2.60644219365827
"RT1-M6-1" -0.736993122593238 -2.81844370159274 0.00688604342614598 0.0252730929607275 -2.60667245286131
"Lmbr1l" -0.375551843268352 -3.0500686636833 0.00364761943302984 0.0149470964141785 -2.60693222957081
"P2ry6" -0.592469964310094 -2.83591796881536 0.00657017023863167 0.024326234301115 -2.61121305091552
"Tpm2" 0.529300356770825 3.05850252936894 0.00356234861162049 0.0146550818056126 -2.61508582864186
"Pstpip1" 0.50747778385714 2.93915451070734 0.00496204397524349 0.0192467525481329 -2.61639470153973
"Cpa6" 1.13528313503436 2.82363179664517 0.00679082411274813 0.0249867903816762 -2.61675120423523
"Clybl" 0.337259474187228 3.00069337670015 0.00418640989723227 0.0167508844021303 -2.61840313644733
"Cox18" -0.219885463176463 -3.05454504734095 0.00360212562107131 0.0147796361877923 -2.62003806381813
"Arrb2" -0.161487370687198 -3.18631562720871 0.00247853183482931 0.0108645827258823 -2.6211393671286
"Sirt2" -0.251071016242547 -3.21263088294844 0.00229791736177716 0.0101818652470087 -2.62128815137935
"Tymp" -0.219240255702041 -3.11206530560336 0.00306292165879995 0.0129362062865317 -2.62166797561951
"Eppin" -0.895564829322945 -2.80160412254108 0.00720368455707224 0.02625185730075 -2.62392483302571
"Atg16l1" -0.150977281283132 -3.20720990289901 0.00233407745894395 0.0103148315664522 -2.62456765166921
"Gtf2e2" -0.22891909147812 -3.14937559041962 0.0027547374601877 0.0118253770165961 -2.62643943447983
"Ero1lb" 0.268111771543964 3.11824619186615 0.00300972299898863 0.0127519943143671 -2.62698983596746
"Bcat1" -0.117066301458637 -3.22377136938669 0.00222525823098236 0.00989285876685894 -2.62853796236957
"LOC690276" -1.18291444864995 -2.80342101160144 0.00716877236882974 0.0261664287903639 -2.63098230102786
"Slc25a39" 0.225168455910188 3.20180100375118 0.0023706913050159 0.0104405872724211 -2.63306341537477
"Pex26" -0.207046158833374 -3.1232064873238 0.00296765902294377 0.01259716824492 -2.63330742054832
"Zfp2" -0.164001792406631 -3.18161773267071 0.0025121513210289 0.0109788025302437 -2.63505294441389
"Homer2" 0.309378108559289 3.18520082393979 0.0024864711101287 0.010890416115646 -2.63598803210936
"Gspt2" -0.200809286300555 -3.15530599980841 0.00270852470827652 0.0116709204172876 -2.63994894427571
"Nfatc1" 0.502884196162398 2.89397979210292 0.00561447073785643 0.0213673696884722 -2.64008640013158
"Rabgef1" -0.130185026348421 -3.17958086671382 0.0025268608261433 0.0110305199806624 -2.64015550959446
"Xkr4" -0.283502377956931 -3.20594189892868 0.00234261265042655 0.0103425992299313 -2.64265100194707
"Sat1" 0.237761895986514 3.18183155788979 0.00251061184014858 0.010978083372216 -2.64290094625241
"Dtwd1" -0.246231195458498 -2.97864660941736 0.00445025334739013 0.0176561728458318 -2.64358910321896
"Mzt2b" -0.212206124072643 -3.07410657363544 0.00340948660982942 0.0141015518446946 -2.64372201808869
"Tjap1" -0.287336486259854 -3.12286702448222 0.00297052001417674 0.0126059617609323 -2.64449922806122
"Nhp2" -1.04436827988606 -2.78049400961758 0.00762100522090143 0.0275276707470199 -2.64800891206351
"Loxl4" 0.999274461995716 2.7895302624992 0.00743970937454238 0.0269826752219094 -2.64804581015809
"Rnps1" -0.191718567935082 -3.20876382402484 0.00232365769098911 0.0102873550505698 -2.64975288681777
"Npy1r" 0.337672719958357 3.09063210525959 0.00325431566651775 0.0135687119787525 -2.65069790173507
"Ccdc115" -0.226839895969543 -3.08893699398127 0.00326992202290818 0.0136231110836996 -2.651647779054
"Adcyap1" -0.685199733007748 -2.96962412808411 0.00456263991661237 0.01796813731896 -2.65214224575488
"Gpr149" 0.551412151265948 2.82234498328173 0.00681432723854675 0.0250444169556624 -2.65245425562786
"Osbpl1a" -0.209244612483971 -3.21025364930063 0.00231370892089169 0.010246150237859 -2.65355873054734
"Cwc15" -0.264998790988408 -3.18435066650161 0.00249254175888566 0.0109140113374404 -2.65478035633589
"Psat1" 0.261368710480994 3.19848986919156 0.00239337149717992 0.010526432507978 -2.65543533363376
"Polr2k" -0.359639223641382 -3.11257337428705 0.00305851563508545 0.0129210148615555 -2.65662069792183
"Smarca2" 0.197909851517018 3.20854259230077 0.00232513847026488 0.0102910577138747 -2.65718942719533
"Tk2" -0.165116900413205 -3.16932599591221 0.00260215824571242 0.0112918111483102 -2.65754782799171
"Tns4" 0.595598553482174 2.78859546898045 0.00745827786199006 0.0270377387464516 -2.65806426945096
"Artn" -1.04842209108684 -2.77574867453757 0.00771783681798791 0.0278019707075229 -2.66023996833552
"Msh4" -0.840411627313129 -2.79084065658359 0.00741375193605876 0.0269007508900073 -2.66199940278899
"Irf1" 0.331621872156509 2.97740854870418 0.0044655205707677 0.0176881882071593 -2.66277310715691
"Pop5" -0.256461650089708 -3.14853073203863 0.00276138107255268 0.0118411638957019 -2.66346630866015
"Commd10" -0.202256832143052 -3.16709439393146 0.00261882154958537 0.0113487004953402 -2.66442676966874
"Cops4" -0.228786152534817 -3.19616778896809 0.0024093988453934 0.0105906111098506 -2.66501220821763
"Pdik1l" -0.196515955648927 -3.14945906773336 0.002754081846431 0.0118253770165961 -2.66600165010819
"Spink8" 1.24870640186078 2.77854038562307 0.00766073354548231 0.0276336692992562 -2.66618744457784
"Ntpcr" -0.238321984866097 -3.11353082795768 0.00305022867286091 0.0128894156329494 -2.66652988821554
"Myl4" -0.646647726403235 -2.77398839587241 0.00775404425266211 0.0279072194434891 -2.66688394944712
"Bre" -0.190911741409189 -3.1624146303853 0.00265409195787365 0.0114797384819297 -2.6676597870749
"Blzf1" -0.223218144751124 -3.11914576162395 0.00300205318227659 0.0127262509338399 -2.66845992241745
"Rab23" 0.182560881374575 3.16881407386219 0.00260597190522329 0.0113052880615351 -2.67214689865742
"Col11a2" 0.499224378540371 3.1339346557917 0.00287856478904208 0.0122678946133475 -2.67287264530479
"Syndig1" 0.38075678431746 3.12062278738653 0.00298949973437489 0.0126797666024522 -2.67424414944149
"Cep95" -0.336760548233588 -3.15175040333522 0.00273614337147755 0.0117677009154659 -2.67463172787626
"Gorasp2" -0.137148183927424 -3.17960656050692 0.00252667477070921 0.0110305199806624 -2.67472876172557
"Lrcol1" -0.685645831291812 -2.78137866433164 0.00760307778208318 0.0274691287561281 -2.67487527378026
"Btbd3" 0.371787188579209 3.1651432864437 0.00263347267061367 0.0114066811810578 -2.68067591345435
"Arid5b" 0.41405657179921 3.13669505744528 0.00285605059979353 0.0121784437992264 -2.68280855204592
"Erich2" -0.872867039740766 -2.80127580148861 0.00721001010738826 0.026262922309508 -2.68436846607077
"Epb4.1l5" 0.328903862300583 3.05757781037249 0.00357160603268874 0.0146808176926658 -2.68721218044999
"Mid1" -0.325298449063128 -3.08475479900728 0.00330872701201436 0.0137596514726191 -2.68820795167584
"LOC691153" -0.419243560093786 -3.02896317117527 0.00386945680506402 0.0157030128894708 -2.68926911649132
"Lamp1" 0.169945020231322 3.19772580572066 0.00239863405129761 0.0105461969067102 -2.69220972841789
"Olr1106" 0.962542554796049 2.76972188944913 0.00784245402983808 0.0281746115641134 -2.69221888436719
"Spem1" -0.606430540689286 -2.77998118335531 0.00763141545352553 0.0275590396601875 -2.69681969258726
"Nmi" 0.42406406271445 2.84808561734586 0.00635820583888247 0.0237063247819552 -2.69785790958815
"Olr839" -0.385960498250834 -2.77246336372484 0.00778553953122144 0.0280079479103571 -2.69940971198635
"Rspry1" -0.116140762432906 -3.16087078447991 0.00266582535500073 0.0115189752815355 -2.69997074103151
"Frs3" -0.278548788117535 -3.08023872383754 0.00335111477978252 0.013910567173992 -2.70143373292355
"C1qc" 0.361271104515279 3.05793548301502 0.00356802267946299 0.0146736425877786 -2.70413054272362
"Pfn2" -0.324223775242623 -3.01669429371822 0.00400415134513339 0.0161552028374015 -2.70657309046911
"Prmt6" -1.01124851332006 -2.75906626759993 0.00806733512885581 0.0288647753940184 -2.7088428910523
"Mutyh" -0.383049436430899 -2.94846344041514 0.00483669097770189 0.0188475154277505 -2.7097563199466
"Actr6" -0.257658077804406 -3.11482632169038 0.00303904947071852 0.0128591894536047 -2.71109886904937
"Optn" 0.198555142333412 3.18003266719552 0.00252359110232674 0.0110227643088227 -2.71132767276312
"Csnk1e" -0.189137819641464 -3.17787340479827 0.00253925396633778 0.0110683026332246 -2.71153698466868
"Metap1" -0.123233404246262 -3.16963100138508 0.00259988854882812 0.0112852376500871 -2.71202942934812
"Ppcdc" -1.03496815162376 -2.75640875133239 0.00812433944693076 0.029017574732283 -2.71216113990389
"Olr648" -0.839289629813924 -2.76483511759619 0.00794485898800196 0.0284784406687774 -2.71278682980974
"Ripk3" 0.504072831839501 2.77179906080977 0.00779929572684112 0.0280511156445779 -2.71370976054534
"Rsph6a" -0.731294257350089 -2.75908925457959 0.00806684366567898 0.0288647753940184 -2.71641850348929
"Zfp57" -0.274042519605957 -3.0863853067362 0.00329354705779803 0.0137036615336052 -2.7173766763392
"Adcy3" -0.245958820376776 -3.16962452686892 0.00259993670954163 0.0112852376500871 -2.71973102200968
"Gramd1c" -0.440243093281926 -2.86131134465457 0.00613500907387947 0.0229922459283692 -2.72103277313543
"Rab35" -0.113380646282994 -3.16479976444054 0.00263606019752101 0.0114141120645914 -2.72198077333369
"Ebf2" 1.22708064619157 2.75068848759873 0.00824830232912802 0.029348738835527 -2.72217234240304
"Prkag1" -0.202974473234202 -3.17405528424794 0.00256717418673265 0.0111703554735514 -2.72424118376172
"Mthfs" 0.409385783466736 2.86718209841202 0.00603828208773597 0.0226776403243311 -2.72548717801621
"Arsb" 0.138363009552396 3.16996799678719 0.00259738296657051 0.0112852376500871 -2.72968073679248
"Pnmal1" -0.176991346529429 -3.16429052041018 0.00263990040418452 0.0114276415165147 -2.73184100022321
"Npdc1" -0.170726453247353 -3.17848303515124 0.00253482257625901 0.0110567008249877 -2.73335820669815
"Smyd1" -0.979892397079637 -2.75312101294752 0.00819537597338869 0.0291994553590013 -2.73355011249024
"Dscr3" 0.152169654987901 3.13290837235085 0.00288697775400539 0.0122971853170744 -2.7346831634377
"Izumo1" -0.858866721130686 -2.74686441403056 0.00833214281795073 0.029508979520926 -2.73615769019149
"Tsen34" -0.922389854894771 -2.74811158639051 0.0083047134285126 0.0294575674677738 -2.7363870223466
"Umod" 0.36784743169267 2.75589084308999 0.00813549183756205 0.0290381237466843 -2.73848467264106
"Thoc6" -0.283106696825189 -3.02332423053948 0.00393082914645919 0.0159086120652255 -2.74045127949153
"Calm2" -0.338976770063153 -3.18249058079249 0.00250587265110221 0.0109633644836853 -2.74123952759308
"Cst7" 0.856248865478709 2.75137594605809 0.00823331291571093 0.0293117613928977 -2.74220205242612
"Fbxo43" 0.86485267948791 2.7449002223401 0.00837551108949066 0.0296100368802471 -2.74246123471657
"Zfp868" -0.175833583906425 -3.090803213158 0.00325274421904235 0.0135657018631202 -2.7425528439552
"Echdc2" 0.534568794592025 2.85372879264948 0.00626206677631222 0.0233970389216027 -2.7426315706144
"Hrh3" -0.502459146032088 -3.13696098911893 0.00285389039212083 0.0121724828183167 -2.74382663324271
"Spice1" -0.294719315203211 -3.02978713965673 0.00386056443549502 0.0156748928223799 -2.74688844159572
"Mpi" -0.180541949516293 -3.14869308143908 0.00276010325616167 0.0118388635234074 -2.75074944253211
"LOC498154" -0.192626656307035 -3.08362855060436 0.00331925062854604 0.0137962293824185 -2.75081066508151
"Map3k8" 0.392623539868256 2.82274513119771 0.00680701064594898 0.0250290474338382 -2.7516957851462
"Npas4" -0.918360010094933 -2.91080925719397 0.00536261589126095 0.0205558360939861 -2.75205209368635
"Zfp385b" -0.246593629440699 -3.12356838933987 0.00296461176609743 0.0125875791791571 -2.75437104900644
"St8sia4" -0.284086178508165 -3.02273324041278 0.00393731372792893 0.015929810722396 -2.75478823029827
"Apoa1" -1.05176684068142 -2.73668015620082 0.0085592710144316 0.0301196559782852 -2.75488259656095
"Akap2" 0.22877947231718 3.16284218120432 0.00265085113019653 0.0114688273362526 -2.75579526272438
"Kptn" -0.27451643620724 -2.97946893725455 0.00444013969732589 0.017630101911266 -2.75688710106173
"Pcsk1n" -0.624203988437459 -2.83087476622816 0.00665992798773909 0.0245901479852498 -2.75861341887585
"Ascl2" -1.0001668700022 -2.7336215875387 0.00862858789365142 0.0303032882902385 -2.75938128456451
"RGD1563072" -1.01859747195976 -2.73350834035945 0.00863116432840303 0.0303032882902385 -2.75991531607576
"Tdp2" -0.237226727132786 -3.07211385543851 0.00342865956772322 0.0141661745503162 -2.76008080877441
"Tfap2a" 0.74648417473142 2.74304673582171 0.00841662565420946 0.0297159175485454 -2.76238643105036
"Pars2" -0.223842368395259 -2.99782136527876 0.00421993306407923 0.016863891666737 -2.76366380959494
"Ap4m1" -0.164586250940032 -3.09626988756735 0.00320291166205185 0.0134068928784551 -2.76780200799412
"Fancb" -0.587344277072546 -2.7797480192009 0.00763615296186109 0.0275699133275966 -2.76826379249571
"Wdr26" 0.166064903041238 3.16512242310411 0.00263362975230511 0.0114066811810578 -2.77115113072157
"Ldha" -0.195975677107098 -3.16851674381894 0.00260818933641702 0.011311834740153 -2.77265858459883
"C4bpa" -1.04182244576376 -2.73328958897057 0.00863614304646186 0.0303100150129559 -2.77313966795641
"Mon1b" -0.164373536983416 -3.10939532246654 0.00308617416595786 0.0130171989583151 -2.77408920041177
"Gdpd1" -0.203754320346221 -3.14792362567799 0.00276616440615532 0.0118584911146025 -2.77685050883282
"Stx6" -0.106411499922961 -3.15703744620002 0.00269517059557717 0.0116165126155929 -2.7783101137386
"Nmbr" -0.967036820852757 -2.73442371345221 0.00861035935138597 0.0302660859525165 -2.77978699949091
"Nanos3" -0.517252600876312 -2.75746774851089 0.00810157936268052 0.0289642553314877 -2.78097556007806
"Antxr1" 0.499912849296309 3.00997801756874 0.00407973074910156 0.0164103829552652 -2.7822571275032
"Igf2r" 0.344689768076773 3.15396382519532 0.00271891929912571 0.0117062341029222 -2.78448145696399
"Itgb6" 1.00253545314179 2.72755923543685 0.00876750964031435 0.030717060431369 -2.78472310337215
"Mir212" -0.790691268745195 -2.72236703556593 0.00888812462408906 0.0310646666933855 -2.788075209678
"Rrp1" -0.174746747258732 -3.14055881170544 0.00282481525206022 0.0120645827119951 -2.788995092066
"Ift88" -0.219294974737528 -3.10612367273406 0.00311489251347869 0.0131143289425984 -2.78943134689859
"Smndc1" -0.236595628945353 -3.02535702401933 0.00390860070620196 0.0158296841687393 -2.79019159835447
"Nav3" -0.311153302053813 -3.15914227526545 0.00267902013704294 0.0115656319460499 -2.79257825080904
"Dlg2" -0.273255399786693 -3.15886377686375 0.00268115182868433 0.0115717063654757 -2.79348704307571
"LOC691849" -0.470672318288708 -2.84268343448894 0.00645151915346643 0.0240037999444794 -2.79407026956031
"Mir421" -0.735773639389029 -2.7182781986202 0.00898418077686528 0.0313318154238396 -2.79441348536248
"Gjb3" 0.937811680030129 2.72087063656882 0.00892316832226599 0.0311530552991398 -2.79542360661481
"Bri3" -0.233046621189263 -3.02254539206863 0.00393937697007826 0.0159306861846036 -2.79690079026155
"Zbtb7b" 0.338799556593134 2.88556020120553 0.00574455525604124 0.0217535695716677 -2.80543963466381
"Calcrl" 0.281884793681878 3.02947210611218 0.00386396205651328 0.0156847000712915 -2.8055828215612
"Jsrp1" -1.13737209434998 -2.7166299382642 0.00902317149457682 0.0314540549218287 -2.80583972317094
"Snai1" 0.53914618679941 2.73959839235639 0.00849361284336039 0.0299347833801859 -2.80648848494397
"Zfyve21" 0.237155030751178 3.03141872452043 0.00384301255405779 0.0156283753065283 -2.80659262297845
"Rcan2" -0.405308803082075 -3.14499684168136 0.00278933381635046 0.0119321917260382 -2.80792879718091
"Ppp1r15b" 0.147425857385467 3.14459510048798 0.00279252834532404 0.0119394605479196 -2.80898379394563
"Plk4" -0.361529889759049 -2.88123493963491 0.0058124646336546 0.0219638541729367 -2.80947033437625
"Ctsa" 0.191515620324177 3.14904376803179 0.00275734497736998 0.011831975184899 -2.81049451036152
"Camkk2" 0.286624888045609 3.14550904838173 0.00278526588238619 0.0119179825497924 -2.81114704806002
"Laptm4b" 0.451439613274866 3.09087151156986 0.00325211716823862 0.0135657018631202 -2.81303946620264
"Fhit" -0.308361416711009 -2.95170366588369 0.00479375521016078 0.0187304812701388 -2.81612797440618
"Sorl1" 0.412915580873034 3.14044634947502 0.00282571986204539 0.0120652193788777 -2.81675607737276
"Ngfrap1" -0.246869662446653 -3.1465417952887 0.00277708079180582 0.011895709003312 -2.81679699237697
"Nop14" -0.233881314254008 -3.02880848996374 0.00387112827861309 0.0157058047462328 -2.81840383288795
"Oas2" 0.9227820351301 2.71374070791067 0.00909189386223773 0.0316314712605826 -2.81853945364456
"Gsta3" 0.996635175586714 2.7186112646165 0.00897632071868187 0.0313112419302382 -2.81929333014685
"Usp29" -0.259498214384151 -3.14425778972613 0.00279521319939017 0.0119477407872221 -2.81992559998354
