"logFC" "t" "P.Value" "adj.P.Val" "B"
"Ube2g1" -0.105722287804676 -1.43121978189315 0.158561514694671 0.297960558738433 -6.30910504255682
"Rsu1" 0.109237183718146 1.2706405011506 0.209711772099082 0.366559466796217 -6.30939346661244
"Rab10" 0.0857894099283378 1.49127583494127 0.142144601983053 0.275040245858158 -6.30973098585746
"Lmcd1" 0.141935181316581 0.857314590976422 0.395344144767808 0.570869938312427 -6.31079669356823
"Hrh2" -0.0905547960031386 -0.560849522879151 0.577394193476074 0.739407207347187 -6.3116790263147
"Dkc1" -0.10171140336866 -1.43312942626852 0.158017641723656 0.297218341659019 -6.31292060031474
"Mxi1" 0.0902233987886665 1.45332130004288 0.152355633427703 0.289383469357048 -6.3137217104766
"Plekhd1" 0.131345530628219 0.917449980285866 0.363292327046162 0.538914553701826 -6.3138716144631
"Wbp5" -0.153228860245558 -1.44603914272112 0.154379010055407 0.292129210993578 -6.31444487407087
"Zim1" -0.0156830228191449 -0.0622261041890759 0.95062979192609 1 -6.31452230590291
"Uqcrq" -0.157076264664328 -1.47045494984022 0.147677007280741 0.282425644223491 -6.31579749873682
"Necap1" -0.0818804950990577 -1.48586445606544 0.143566472559735 0.276985985297379 -6.31582213265559
"C1qbp" -0.0851326041681044 -1.44776017031083 0.153898927710826 0.291324321552178 -6.31620760325407
"Maml3" 0.171143419271481 0.939982822197646 0.351726069787805 0.527440474076576 -6.31624548798428
"Mir702" -0.0656664643735281 -0.469572274359052 0.640693282558185 0.792197524519679 -6.31682259671522
"Prx" 0.0537435351965883 0.39799054158044 0.692324130031327 0.83464623527633 -6.31699235478383
"Rpn2" 0.0774854539677114 1.48453533783657 0.143917419284555 0.277528954058092 -6.31701109198702
"Slc35c2" 0.130991378399419 1.39252614706185 0.169898676251204 0.31393075634722 -6.3171365401116
"Ppil3" -0.0828052697976027 -1.09321742211046 0.279515000875696 0.450138669724082 -6.317693513172
"Ppp6r2" -0.0516800125649686 -1.48261162120169 0.144426566226671 0.278174868661646 -6.31830111132982
"Coq3" -0.0999149793160572 -1.37170190786083 0.176254025087458 0.322368632072114 -6.31928667601516
"Slc25a3" 0.0974761848746355 1.48922573049916 0.142681962446398 0.275833563919557 -6.31942127624412
"Fermt3" 0.0847573324841819 0.609809646058262 0.544737537280328 0.71032728013496 -6.31943855569552
"Serinc3" -0.0805606932189118 -1.48083350977556 0.144898439705295 0.278818836716896 -6.31955172279265
"Tomm70a" -0.0932513876023073 -1.47712734697939 0.145885887583551 0.28010721880747 -6.31994046870561
"Hcn2" 0.121105029871177 1.46278440336838 0.149757406926075 0.285379001336812 -6.32014650349897
"Cacng2" -0.144219526256095 -1.13941272884955 0.259937053318442 0.42705090580681 -6.32019579102182
"Grid2ip" -0.00327440000266431 -0.00782547835305922 0.993787241248232 1 -6.32063799758208
"Spag8" -0.0461425186915632 -0.149961805613961 0.881395451115506 0.973173197736535 -6.32086144502875
"Dlgap5" -0.0445909951611824 -0.281991346912351 0.779109063623509 0.902022231349511 -6.32105747230149
"Spred3" -0.124489892830279 -1.24661258194197 0.218323275462446 0.376745665210697 -6.32177164492129
"Stk35" -0.103104262580451 -1.15991560517662 0.25156837689836 0.417034715113662 -6.32262609278895
"Myo1f" 0.110418731801945 0.975036472024347 0.334215866695894 0.509848411851999 -6.32303444969996
"LOC689064" 0.049586023363309 0.184367929517622 0.854467359285077 0.955410257363686 -6.32338193042367
"Ddx24" -0.0613330896619184 -1.47451937107331 0.146583915921221 0.28096989377448 -6.32338588948197
"Dync1li1" -0.0651836781721327 -1.46926520758421 0.147998189508763 0.282735146341123 -6.32363317508146
"Jun" -0.193017936140039 -1.45324393266768 0.152377020466552 0.289383469357048 -6.32460882425661
"Snph" 0.130814051936426 1.47782302707836 0.145700131318102 0.279870303865126 -6.32476052423802
"Fam195b" -0.0944290934626215 -1.42700538043734 0.159766954548039 0.299661557103317 -6.325378978862
"Pold1" -0.0905484361130917 -0.769217630171937 0.445367190214751 0.620816049278925 -6.32637106019769
"Tbcd" 0.0508092107172655 1.47356411290669 0.146840249636601 0.281263277731424 -6.32656123977255
"Sec14l5" -0.0772778128260901 -0.200847695229018 0.841628948270292 0.947344235915154 -6.32691287062033
"Prrc1" 0.0939257975190995 1.06832107178666 0.290484493426903 0.46215570356665 -6.32693090779127
"Tmem86a" 0.0975447237774638 1.09602477350822 0.278296501550403 0.449172916237961 -6.32787012117939
"Agps" 0.0826695241957265 1.41759589530493 0.162484089847839 0.303591887062451 -6.32801914106856
"Ahr" -0.187601317489722 -1.14532680499296 0.257502973772391 0.424490383249883 -6.32805446812616
"Sertad3" -0.0265346130731476 -0.176535256290596 0.86058350248073 0.959414824847444 -6.32831767354765
"Nek1" 0.124904089028132 1.38532680823691 0.172075531369712 0.316794346373406 -6.32835107233721
"Gpt" 0.0943187500318845 1.38955842039828 0.170793434407121 0.315051444385735 -6.32863623276213
"Trim16" -0.149021775366272 -1.00076583682082 0.321738120772412 0.496073771421709 -6.32927277504834
"Gsr" 0.0691239312664202 1.44282251279018 0.155279433696018 0.293381125969204 -6.32961051397777
"Psmd13" -0.0821046242569801 -1.46357267027888 0.149542557659927 0.285071637014609 -6.32991283282286
"Mrpl42" -0.145549054821289 -1.38075205697004 0.173469923186538 0.318604726248551 -6.33148211349604
"Heatr6" -0.0906979985936589 -1.24299332858975 0.219642770853642 0.378429137011504 -6.33201030832546
"Fgd1" 0.10215438767947 1.32561338148183 0.190966912439666 0.342530677833205 -6.33266747886644
"Casc3" -0.0722903626511493 -1.42610025752114 0.160026774581955 0.299912351718572 -6.33337122712013
"Ranbp17" 0.101013567201038 1.00160227958723 0.321337803153075 0.495647964701193 -6.33422971499909
"Cenpi" 0.0275925421530036 0.14677356555951 0.883898416083578 0.974858333202477 -6.33435187744287
"Ing2" -0.0809930769653266 -1.21407890077969 0.230396493390293 0.391777620449356 -6.33481322526838
"Ass1" -0.199302932592237 -1.14078502200929 0.25937079647244 0.426471607173434 -6.33658613349937
"Fign" -0.0821694741448406 -0.214794694152799 0.830797306236871 0.939389802683325 -6.33666215288986
"Rb1" 0.103956683635718 1.44879828180406 0.153609911156643 0.290880667764785 -6.33691802932067
"Crb2" -0.109516151307636 -0.487470287818399 0.628046482563726 0.782803175152992 -6.33734727908138
"Itpripl1" -0.0169516013058925 -0.112369086818266 0.910978751974638 0.993065717133115 -6.33858733335308
"Pkp1" -0.0893199430531786 -0.472803065976146 0.638402284654916 0.79064225242026 -6.33864786808849
"Ncbp1" -0.0632770055793681 -1.43331268524526 0.157965525593214 0.297155316079401 -6.33895777646023
"Pofut1" 0.0820447446740793 1.19649383457266 0.237122477267425 0.399768669708985 -6.33946917640122
"Eif5b" 0.137668846694901 1.34197572499362 0.185640355708821 0.335160072392783 -6.33979995916321
"RGD1306058" 0.0705804909758309 0.445929404605904 0.657565052914414 0.806254325091391 -6.33998345722113
"Nf1" 0.156681648591327 1.4693737672347 0.147968860025509 0.282735146341123 -6.34043155784627
"Map7d2" 0.121747629130287 1.44510111308863 0.154641167417304 0.292452013558375 -6.34099239534268
"Clic5" -0.0878239894317755 -0.324091483373474 0.747214836191527 0.877502112012244 -6.34141317791858
"Pdlim1" -0.132954062450575 -0.884744965090074 0.380510943570127 0.556648887676013 -6.34141729893866
"Fam76b" -0.137641640700705 -1.25347943102047 0.215835925724455 0.373781359886146 -6.34145221370086
"Scnn1g" -0.0130175382496964 -0.0690545197169144 0.945220467877281 1 -6.34196983224416
"Itgam" 0.128311797399687 0.862218326510269 0.392666290284474 0.568493924710133 -6.34297973682863
"Arsa" 0.091705999212961 1.30183350443837 0.198913603519502 0.352703901243941 -6.34326538039544
"Mob2" 0.0698975901443606 1.31694549928644 0.19383518783406 0.345656517534574 -6.34390542619404
"Bap1" 0.0574717063436458 1.46753171351545 0.148467146431898 0.283393719982188 -6.34400986163829
"Arhgap30" -0.0628109127017162 -0.346343778744311 0.730531389920529 0.864329537352073 -6.34407130976542
"RGD1307443" -0.111130454057812 -1.4159706126405 0.162957032026097 0.304217023028519 -6.34415780875116
"Spred1" 0.088802797673535 1.43712293063543 0.156884983829854 0.295714861517816 -6.34420814442462
"Vamp1" 0.162241566021492 1.34728865387692 0.183935355552597 0.332834412784071 -6.34450288176765
"Ints4" -0.0751660311651234 -1.39464315957727 0.169262620070516 0.312986889752902 -6.34467206338852
"Kif20a" 0.0724601811508734 0.420755974052553 0.675728552974897 0.820774868391423 -6.34486963456962
"Acot3" -0.0740006627729572 -1.18249990309209 0.242576190757843 0.406326484073338 -6.34502831716255
"Prss35" 0.0485436083716682 0.206738132719059 0.837050368280381 0.944240715470428 -6.34514744848097
"Slc10a3" 0.0752435343779335 0.952107217689355 0.34560303795206 0.522121998494672 -6.34517538267543
"Sh3bgrl2" -0.0867288816141875 -0.936316089392718 0.353591690726061 0.529461766857778 -6.34552920246835
"Mkln1" 0.0737779859760292 1.44918650464216 0.153501936824973 0.290779647586951 -6.34613035100213
"RGD1309730" -0.117549044727749 -1.21447805980117 0.230245460017693 0.391689544159214 -6.34643750769991
"Dscaml1" -0.179485480877861 -1.4021346766752 0.167026562211196 0.310000833560041 -6.34648971214992
"RGD1311863" -0.0970784219795865 -1.07922320931565 0.285644731849319 0.456410004953731 -6.34692620802986
"Ndufa6" -0.147225296513877 -1.43886741998548 0.156392196942471 0.294994920030041 -6.34696400023621
"Best3" -0.00879258316226139 -0.0269605777417701 0.978598034823243 1 -6.34730348316902
"Nat1" 0.0571763356535365 0.311422898673427 0.756768372062677 0.885398639047106 -6.34741951126072
"Rab6b" 0.0822349327847509 1.47344891751281 0.146871184982555 0.281288792634496 -6.34745588117265
"Nefm" 0.204441099298095 1.36135051253246 0.17948035360906 0.326817577709459 -6.34773210884662
"Atp13a2" -0.0890621441411663 -1.4680114434981 0.148337249687353 0.283247344285226 -6.34795978774936
"Pcyt1a" 0.0697542411929351 1.32155215175619 0.192306776649884 0.344122245217615 -6.34833218941784
"Adra1a" 0.0557988833348695 0.255251784482836 0.799571195445832 0.916800268796565 -6.34915914522681
"Kcnd3" 0.152839257283338 1.42000064366185 0.161786288002472 0.302560631585838 -6.34932967388584
"Cuta" -0.0948547670657334 -1.39082658596615 0.17041064348983 0.314577885905344 -6.35103157997659
"Pfkfb3" -0.0921299292845232 -1.34897190094005 0.183397674874186 0.332162580250184 -6.351911276375
"Igsf10" 0.13916370609309 0.715524111537628 0.477599137507772 0.650028179226252 -6.35198456516849
"Pdzd11" -0.0960542836160247 -1.31475165191754 0.194566291586395 0.346727944464138 -6.35244906194592
"Bhlhb9" -0.136815281399034 -1.32073993954801 0.19257559057141 0.344189382914236 -6.35264953819286
"Spi1" -0.0322564015135363 -0.193527962461639 0.847326184730806 0.950541049804443 -6.35340299719719
"Cdk8" -0.0621504563346824 -1.40237472710961 0.166955292158674 0.309936261095852 -6.35350555645169
"Mmgt2" 0.124688472861032 1.07722159253926 0.286529072568942 0.457375325855001 -6.35351403378323
"Klhl4" -0.11557763238624 -1.05725677132657 0.295454052571046 0.467717870944308 -6.3536583915738
"Zfhx2" -0.25145651605666 -1.25204693139451 0.216353071279836 0.374276047586145 -6.3550595732759
"Tmbim6" 0.082171976515778 1.45486054333312 0.151930621946424 0.288796583961723 -6.35588772225577
"Got2" 0.0824358937866885 1.46235579800295 0.149874328945187 0.285567731646067 -6.35622841989906
"Zfp316" -0.101154737864565 -1.3419077819182 0.185662237379439 0.335161685362001 -6.3568884234336
"Adcy7" -0.107521594861117 -0.975861258120258 0.333810954504381 0.509425375810442 -6.35761883964313
"Ar" -0.0155651773192361 -0.0499787460808564 0.960337589645905 1 -6.35797784473811
"Tor3a" -0.139565735558809 -1.21668049753127 0.229413407718928 0.390898709759236 -6.35837322701828
"Tmub2" -0.0541063987915182 -1.43367998736051 0.157861110704134 0.296993882756164 -6.36017328085666
"Pde8a" -0.1048355656464 -0.907694853867803 0.368374911526354 0.544683237237439 -6.36024780670252
"B3gnt2" -0.109282789592015 -1.18113042731263 0.243114745351152 0.407120319684622 -6.36116850871462
"Tspan31" 0.119138236869566 1.38799167327574 0.17126726672552 0.315597390069217 -6.36123860969777
"L3hypdh" 0.0879428999042882 0.581236261266102 0.563681122509148 0.726624462814707 -6.36141956144225
"Rpl22l1" -0.199112249701065 -1.37230273142072 0.17606813631088 0.32210242510579 -6.36202008681381
"Clip4" 0.0699460896696493 1.29849879489861 0.20004761458627 0.354124859475463 -6.36214996807062
"Wwox" -0.0770683714249284 -0.826628203468753 0.412358392205656 0.588520079107349 -6.36256245811045
"Ndufb2" -0.124996045201997 -1.4280522162723 0.159466865055451 0.299224049096219 -6.36287237508807
"Lgi1" -0.099102506846688 -1.43586263411187 0.157241748787379 0.296247461819922 -6.3629676496634
"Baz1a" 0.0892014647367809 0.812576323866829 0.420296642493906 0.597021622841593 -6.36314206891572
"Stk26" 0.00897312868897854 0.0379131832620649 0.96990722329567 1 -6.36366015587893
"Blvra" -0.118840348549781 -1.28181400234437 0.20579460220021 0.361413615147384 -6.36386144099161
"Gtf2ird1" -0.13842802552919 -1.18059879645886 0.243324045475769 0.407342665080466 -6.36410572867204
"Angptl1" -0.0307325811615317 -0.108217172955886 0.914254664961786 0.995394887953165 -6.36418592174166
"Ddhd1" -0.0545821546260172 -1.42563549272323 0.160160315434427 0.300060879309892 -6.3645480659893
"Anapc2" -0.0726780511531011 -1.44435625762668 0.154849585126037 0.29274215992396 -6.36456138127388
"Dnmt3b" -0.0271966983650821 -0.124426175579931 0.90147459109773 0.98674670952359 -6.36518495663451
"Pabpc1" 0.181064838591985 1.43627519150627 0.157124892301802 0.296062230698226 -6.36647589113639
"Ncoa4" 0.0704486451459982 1.44856044166327 0.153676089733528 0.290936986005301 -6.36683333404514
"Tfip11" -0.0695357529317013 -1.35187114135137 0.182474382132185 0.330752940779666 -6.36701158063963
"Lamp5" 0.265633993692841 0.958277859183435 0.342513786698436 0.518839182298172 -6.36745603340517
"Mchr1" -0.125283785068626 -1.093895054078 0.279220540809106 0.449974747623385 -6.36797083178768
"Pstk" -0.0998643460820505 -1.21968822981755 0.228280688524244 0.389467341350817 -6.36837019919421
"Phldb3" 0.105931220203734 0.358350944127916 0.721582794896757 0.85743271545203 -6.36837595987533
"Pdgfa" 0.0858758108664763 1.34369536450032 0.185087184339442 0.334274739506508 -6.3683793002811
"RGD1304595" 0.10766143766165 1.15342032056298 0.254198357511013 0.420477892178721 -6.36854626557856
"Sypl1" -0.0899580275503256 -1.24381416265922 0.219342998113937 0.378055945696865 -6.36965483183613
"Dhx8" -0.0691723617192459 -1.4153527603201 0.163137101596482 0.304409485322999 -6.37004114522501
"Zzz3" 0.0709560088980696 1.40853344834651 0.165134830753561 0.307311282170332 -6.37047252419235
"Fbxw8" 0.0832751267969425 1.40873985273796 0.165074087100013 0.307234043927751 -6.37124063619719
"Sidt1" 0.156772067547447 1.41757619800537 0.162489815187098 0.303591887062451 -6.37128866750577
"Spata6" 0.132382849855068 0.972022056760366 0.335698507007755 0.511456729721344 -6.37154785251569
"Gtse1" -0.0694007249012821 -0.413987491959659 0.680646177190979 0.824864445895329 -6.37193786520882
"Gpr37" -0.112651866315862 -1.28477842520888 0.204764592455345 0.360222689944802 -6.37197970803679
"Arih1" 0.0828719155327526 1.4354414498125 0.157361118815084 0.296437384258354 -6.37244973810409
"Osbpl9" 0.0754499251364702 1.408759406541 0.165068333424091 0.307234043927751 -6.37254696517272
"Adnp2" -0.0914057601084599 -1.32082961071266 0.192545898579741 0.344189382914236 -6.37258348213281
"Rbm41" -0.125985031202304 -0.874487119813739 0.386016265999249 0.562076570779794 -6.37381370738677
"Kcnk4" 0.150538939474515 1.23227189486105 0.223586141792649 0.382971908000302 -6.37440696281721
"Letm1" -0.0658979281190402 -1.4349499517658 0.157500506251123 0.296629978101685 -6.37505913363411
"Dchs1" 0.21734880392546 1.35630493002447 0.181069268715684 0.328877974536028 -6.37657626924715
"Ccdc50" 0.0775374804182178 1.38435729067059 0.172370318326906 0.317176372407623 -6.37695715914339
"Mrps30" -0.0893578030838924 -1.34871434817056 0.18347986730805 0.332198412816582 -6.37713751134217
"Lmln" -0.0825636942060128 -1.27931751375315 0.206665028523662 0.362540826705981 -6.37730883885344
"Ndn" -0.119936458399895 -1.44562178638723 0.154495608416555 0.292245957214401 -6.37731617129087
"Pomc" 0.0922113260602579 0.594296935977208 0.554981666738557 0.718806291911208 -6.37762982094249
"Srgap3" 0.308001289783741 1.42119368981872 0.16144095978564 0.30212711670185 -6.37771122461748
"Tmx1" -0.118822874829901 -1.4317386040894 0.158413608214124 0.297752696512635 -6.3777850529066
"Arfgef1" 0.141509835563256 1.43413384445506 0.157732164771619 0.296786254181452 -6.37808995015367
"Psph" -0.106294095339197 -1.13589441241849 0.261392861043312 0.428692882612781 -6.37845204066182
"Cul1" 0.0741067336090042 1.43981506769865 0.156125010834628 0.294645798674291 -6.37892112286399
"Gltscr2" -0.0784198336229711 -1.4032360964179 0.166699748704325 0.309574169910381 -6.37894565092146
"Accs" 0.0929164333846377 0.559665915385674 0.578195289894773 0.740017679276238 -6.37928271815464
"Cldn9" 0.0438303011912023 0.2608277704088 0.795291996767149 0.913670352257166 -6.37962138052041
"Nusap1" 0.0438363272403578 0.233672382797927 0.816189313234737 0.928658863059887 -6.37987829856243
"Resp18" -0.159766270770582 -1.367954568898 0.177416816921503 0.324049999933602 -6.37991896926887
"Psmb10" -0.119537880724643 -1.25022471608835 0.217012234712817 0.375131887435481 -6.37991955705309
"Bend5" -0.153600372447723 -1.28382035077548 0.20509705904361 0.360466094636518 -6.3799516933894
"Ap5s1" -0.0883753312392003 -0.973162463988771 0.335137085467036 0.510863317852529 -6.38020559187019
"Prima1" 0.0517280177368669 0.214210814247989 0.831250116318168 0.939702187985617 -6.38161264121325
"Klhl28" -0.097719152376202 -1.32620391578371 0.190772676576453 0.342220722562276 -6.3816295706718
"Ndufa2" -0.157094426915872 -1.40910491704077 0.164966693147896 0.30717736973866 -6.38187476939962
"Hnrnpul1" 0.0621644929749607 1.43234885082745 0.158239776046974 0.29756606025602 -6.38224356223433
"Pxdc1" 0.127938277230377 0.800388896752365 0.427255949750627 0.603898943314548 -6.38235269833754
"Ckap2" -0.00271920616763208 -0.0142222591081791 0.988709016559906 1 -6.38266742020464
"Rbx1" -0.120748923697094 -1.40680552068166 0.165644030201683 0.308115261303515 -6.38285075856466
"Snapc5" -0.105407025730604 -1.38202376215111 0.173081435261006 0.31809614911762 -6.38311813638602
"Mcrs1" -0.0688931465816001 -1.42334353711982 0.160820132447426 0.301106424557737 -6.38419019669157
"Nup153" 0.0938220238519067 1.41674121423374 0.162732660963623 0.303894952331971 -6.38495138660718
"Fam65a" -0.146003715596088 -1.41669134199158 0.162747174672366 0.303894952331971 -6.38523565286028
"Chn2" -0.203897399550265 -1.21649743130127 0.229482483668668 0.390940501319614 -6.38561812115122
"Kif5a" -0.0763620680877866 -1.44572797456229 0.154465935704396 0.292224443462089 -6.3866300317728
"Cdh11" -0.147154686475881 -1.43425669034864 0.157697277002238 0.29675557582474 -6.38699367176311
"Gmds" -0.075876603593062 -1.21396567061783 0.230439350507003 0.391777620449356 -6.38718943687147
"Rassf4" 0.054168166732552 0.340856461201127 0.734633631815342 0.866999073716591 -6.38730734050688
"Atpif1" -0.130483990184073 -1.42962068422886 0.159018064951515 0.298467263658998 -6.38771280453954
"Fam214a" -0.113526423685248 -1.37800976060434 0.17430993975765 0.319948899768956 -6.38863661067616
"Dad1" -0.103424809317623 -1.4000119896074 0.16765780507549 0.31088335917911 -6.38927769618157
"Sh3bp1" -0.0905387782535511 -0.82344373152783 0.414149311164615 0.59060103143309 -6.39142853999591
"Atp6v1c1" -0.0983674496814242 -1.43104198556912 0.158612225860641 0.298020783006068 -6.39167064234913
"Gpc2" 0.0746963359878312 0.119894664132609 0.905044986055602 0.989335459718268 -6.39171229542051
"Nrxn2" 0.223445759519935 1.43212534159318 0.158303426616076 0.297615660422901 -6.39173229573087
"Tsfm" -0.0866590285223932 -1.26921159859519 0.210216696572293 0.367087553466415 -6.39189580906205
"Perp" -0.0385558443724365 -0.168286234322571 0.867034070626138 0.963780250162105 -6.39228118896398
"Spag7" -0.0899579810316107 -1.2730492950485 0.208862636637753 0.365395206449198 -6.39251024265702
"Ago1" 0.0899499323003428 1.42438238932609 0.160520801997547 0.30060324359366 -6.39267207656457
"RGD1310429" -0.0936957715005768 -1.35570621848523 0.18125852198685 0.32903459561305 -6.39273186197654
"Xpr1" -0.248473572832018 -1.38805891327641 0.17124691048939 0.315597390069217 -6.39400412476454
"Sigirr" 0.0152466631731007 0.105152696124978 0.916673542363012 0.997095551937534 -6.39442210224145
"RGD1359508" -0.0335876801276023 -0.262662136833357 0.79388562094305 0.912631035199754 -6.39462892997072
"Slc43a3" -0.0636923296352279 -0.340139563440713 0.735170154112592 0.867439943181911 -6.39573142413855
"Cdk5rap2" 0.100020784710991 1.32100585748504 0.192487549700976 0.344189382914236 -6.39639225328627
"Sec23a" 0.0794439641635019 1.42691229585239 0.159793659772305 0.299676447786722 -6.39826811837139
"Nasp" -0.115142556746888 -1.30122869670517 0.199118916131324 0.35287204213751 -6.40078119365299
"Slc30a5" -0.0601576307806826 -1.3777899525534 0.174377406287152 0.320035950005693 -6.40166682964036
"Sult1d1" 0.0637421275475241 0.198608301727991 0.843371064679672 0.948355701983246 -6.40190744647737
"Bola3" -0.0855804279516601 -1.21471510107813 0.230155802911791 0.39157873606418 -6.40241417134434
"RGD1562865" -0.207345398722104 -1.00368278943107 0.320343534652226 0.494735580740948 -6.40365798704737
"Rbfox3" -0.0876358775467101 -1.39253280205309 0.16989667387199 0.31393075634722 -6.40368609717169
"Mtmr14" -0.0691626095715576 -1.32533258693549 0.191059322686343 0.342619463669648 -6.40373532772179
"Clgn" -0.107917238113932 -0.750658051314255 0.456361618164365 0.630629265008427 -6.40383065592999
"Snx11" -0.0759879188483887 -1.33068908557172 0.189302321895174 0.340309442569406 -6.40398678450791
"Cnksr3" 0.126922431394227 1.04685347221453 0.300179934455071 0.472570232694985 -6.40414373714622
"Siglec5" -0.00791188187830286 -0.0596269914422413 0.952689383137026 1 -6.40454983022337
"Adgre1" 0.124542854807171 1.07856250643195 0.285936428758721 0.456703223729548 -6.40470582502708
"Depdc7" 0.0457615860376194 0.39951862006743 0.691205299611138 0.833612070802074 -6.40517354910325
"Smg7" 0.114377611094048 1.40534419896289 0.166075613093543 0.308738238124655 -6.40539564523023
"Pcdh12" 0.0126812910869008 0.0764110984848264 0.939395661725179 1 -6.4056964926452
"Lats1" 0.132961918520711 1.37236033180371 0.176050323243153 0.32210242510579 -6.40579497781847
"LOC287167" -0.04570831902087 -0.101842608366502 0.919287179713648 0.99871399230201 -6.40585632604327
"Arl1" -0.0928894186690079 -1.37638652545038 0.174808639145743 0.320716815087129 -6.40594812960705
"Ecel1" -0.133434122709528 -0.989882357720115 0.326977465377919 0.501729907237436 -6.40596905853995
"Alad" -0.110157977404321 -1.27165866455281 0.209352540815915 0.366091844534533 -6.40614483429929
"Trpt1" 0.0893950686382772 0.991528674923715 0.326181278482658 0.501085987117804 -6.40676860552766
"Surf4" 0.0654304537535286 1.2452168944154 0.218831413914032 0.377418603390558 -6.40805212172133
"Odf2" -0.0701812890979456 -1.38154181012671 0.173228585871739 0.318258209263396 -6.40834699065469
"Capn15" 0.128337604793135 1.34237741571141 0.185511027781073 0.334964450772949 -6.40844669138917
"Gjd2" -0.105382442599077 -0.936291020898947 0.353604467627165 0.529461766857778 -6.40863558871093
"Rfwd2" -0.0807038797080726 -1.39546383882388 0.169016542470105 0.31271291469182 -6.40869958689734
"Map1b" 0.251772095643561 1.43078093653617 0.158686705324514 0.298125646744372 -6.40921619257554
"Dffa" -0.0725268071475704 -1.35304865875019 0.182100405004106 0.33022289832493 -6.40932753892047
"Ybx1-ps3" -0.0688266751307859 -0.190510674734337 0.849677071502371 0.951774211196784 -6.41090952274091
"Zdhhc15" -0.0975796064437772 -1.04942801771005 0.299005594973888 0.47146491020054 -6.41092512907214
"Car8" 0.345747614417829 1.02875048991853 0.308526713043694 0.481374018621861 -6.41096995254628
"Thap4" -0.0797047301352918 -1.28034112143175 0.206307804789449 0.362115776509422 -6.41125447978678
"Hivep1" -0.201947669663531 -1.39837040671239 0.168147241962953 0.311589554566032 -6.4121520902871
"Lpcat4" 0.0966727815213166 1.3721585679066 0.176112725319067 0.322147091709071 -6.41248368468789
"Rpe" 0.0984126934279468 1.30477928334568 0.197915885412644 0.351324897082539 -6.41311624001257
"Mllt10" 0.0827699271660194 1.36065453170978 0.179698889497792 0.327058532754757 -6.41325138564012
"Mir9-1" 0.000161967039313232 0.000871434459103466 0.999308148655333 1 -6.41335983172912
"Elfn1" -0.150155260724023 -1.13256901527637 0.262774171288596 0.430207170525691 -6.41347423854629
"Wipf3" 0.291579661784604 0.846559731786292 0.401256896132278 0.577371722322612 -6.41347474426042
"Nlrp3" -0.0166252396113656 -0.0820359994059645 0.934944201846545 1 -6.41469108543842
"Lonp2" -0.056416488320308 -1.39248627871976 0.169910672372034 0.31393075634722 -6.41529472239219
"Gem" 0.0712961172849705 0.468738427389582 0.641285148882034 0.79246661612782 -6.41644766825591
"Ndufb7" -0.116183244675705 -1.3713847329013 0.176352216594599 0.322511285707645 -6.4167716877849
"Crem" -0.0999157705543035 -1.10587395541342 0.274051048487938 0.444009608414687 -6.41744568358145
"Zc3h14" -0.064467609797876 -1.40129515179344 0.16727599913838 0.310319520241727 -6.41746165507906
"Urm1" -0.0930526209213351 -1.34887621021159 0.183428209233557 0.332180207898692 -6.41749178332758
"Slc50a1" -0.0705756494059283 -0.790572829606359 0.432911121907069 0.609787219346739 -6.41779731793922
"Tmem160" -0.107630985040112 -1.30918077649671 0.196432159048942 0.349326274743698 -6.41838867021271
"Egr4" -0.17669258287758 -0.648305883858035 0.519740715756319 0.688375175409527 -6.41989589869099
"Specc1" 0.119029389750653 1.3016972212389 0.198959853329348 0.3527467411809 -6.42001244017247
"Pvrl1" 0.199848349573386 1.3893342157898 0.170861178669737 0.315140004871452 -6.42006106298837
"Arglu1" -0.115870215175835 -1.38907662588592 0.170939036013147 0.315210792851495 -6.42015875989884
"Sumf1" 0.0757916813503743 1.21036877057415 0.231803800790241 0.393544003276564 -6.42072907643805
"Fam189b" -0.172565851508398 -1.20407771098133 0.234204443248836 0.39606171282862 -6.42127841341875
"Atp8b2" 0.118597340626229 1.39416114669477 0.169407278802958 0.31318185172545 -6.42138843292392
"Ahcy" -0.112404628241474 -1.24366426868398 0.219397717556812 0.378109448701136 -6.42199009625501
"Zmynd10" -0.194114628427778 -0.921441004993809 0.361226026617697 0.536646982887525 -6.42237366386479
"Vmac" -0.0479487749808626 -0.343339944129904 0.732776039995937 0.865638451153656 -6.4229162432688
"Gpc1" 0.0927674569155095 1.40172703773042 0.167147642597866 0.310153463240218 -6.42412941765993
"Gli1" 0.0273430958230503 0.115155132038786 0.908781396790101 0.991482552800513 -6.42534022495437
"Mycbpap" -0.102268302948209 -0.683486959311964 0.497440875735217 0.668599726000815 -6.42564315837194
"RGD1562136" 0.0920351844521239 1.36267063494308 0.179066398319882 0.326316480060503 -6.42630441386238
"Mavs" -0.0807217908682962 -1.09390063031187 0.279218118598755 0.449974747623385 -6.42740592224423
"Rac2" -0.0533121834979529 -0.295850185013164 0.768564473888579 0.89415751737773 -6.42824976817729
"Bid" -0.123732669546922 -0.982254257749942 0.330683498693246 0.506152093418236 -6.42837777650201
"Mrpl12" -0.105782923244235 -1.37439328233394 0.175422514163781 0.321584448247206 -6.4284009931286
"Rbbp5" -0.0549066178082538 -1.34743752832676 0.183887752073476 0.332805062657796 -6.42863779905632
